[ ' Time [s]',
  'SuperCapV-Analog',
  ' Time [s]',
  'AC_Present-Digital',
  ' Time [s]',
  'BB_shutdown-Digital',
  ' Time [s]',
  'PIC3.3V-Digital' ]
 Time [s]
SuperCapV-Analog
 Time [s]
AC_Present-Digital
 Time [s]
BB_shutdown-Digital
 Time [s]
PIC3.3V-Digital
cols = 4
SuperCapV-Analog, AC_Present-Digital, BB_shutdown-Digital, PIC3.3V-Digital
3803.482, 3804.496, 1.015, 4.953
3910.442, 3922.689, 12.247, 4.953
3940.535, 3941.550, 1.015, 4.958
4046.403, 4059.747, 13.344, 4.958
4076.491, 4077.506, 1.015, 4.963
4188.251, 4201.703, 13.453, 4.953
4218.338, 4219.353, 1.015, 4.958
4329.672, 4359.665, 29.993, 4.948
4359.764, 4360.779, 1.015, 4.958
4468.455, 4472.475, 4.021, 4.953
4584.298, 4614.287, 29.989, 4.953
4614.386, 4615.401, 1.015, 4.958
4726.004, 4755.997, 29.993, 4.953
4756.094, 4757.109, 1.015, 4.958
4865.350, 4878.321, 12.971, 4.958
4895.441, 4896.456, 1.014, 4.958
5008.984, 5021.650, 12.665, 4.953
5039.072, 5040.087, 1.015, 4.963
5149.026, 5161.280, 12.254, 4.953
5179.117, 5180.132, 1.015, 4.963
5291.517, 5321.509, 29.992, 4.948
5321.608, 5322.623, 1.015, 4.953
5432.677, 5445.833, 13.157, 4.953
5462.764, 5463.779, 1.015, 4.958
5571.048, 5601.041, 29.993, 4.953
5601.138, 5602.153, 1.015, 4.953
5716.616, 5729.359, 12.743, 4.953
5746.706, 5747.721, 1.015, 4.953
5855.395, 5868.917, 13.522, 4.953
5885.489, 5886.504, 1.015, 4.953
5997.658, 6027.651, 29.992, 4.953
6027.749, 6028.763, 1.015, 4.953
6136.326, 6166.318, 29.992, 4.953
6166.417, 6167.432, 1.015, 4.948
6275.164, 6287.634, 12.470, 4.953
6305.251, 6306.266, 1.015, 4.963
6421.087, 6434.461, 13.373, 4.953
6451.175, 6452.190, 1.015, 4.958
6561.166, 6574.385, 13.219, 4.953
6591.254, 6592.269, 1.015, 4.958
6700.301, 6713.464, 13.163, 4.958
6730.387, 6731.402, 1.015, 4.963
6840.287, 6853.593, 13.306, 4.953
6870.375, 6871.390, 1.015, 4.958
6981.484, 7011.474, 29.990, 4.953
7011.571, 7012.586, 1.015, 4.953
7120.786, 7133.797, 13.012, 4.953
7150.876, 7151.891, 1.015, 4.958
7266.613, 7270.606, 3.993, 4.948
7390.251, 7420.242, 29.990, 4.948
7420.338, 7421.353, 1.015, 4.948
7531.153, 7561.142, 29.989, 4.948
7561.242, 7562.256, 1.015, 4.953
7672.999, 7702.991, 29.991, 4.948
7703.090, 7704.105, 1.015, 4.953
7811.979, 7825.312, 13.333, 4.953
7842.067, 7843.082, 1.015, 4.953
7956.289, 7969.274, 12.986, 4.953
7986.381, 7987.396, 1.015, 4.958
8099.186, 8112.586, 13.401, 4.958
8129.276, 8130.291, 1.015, 4.958
8239.329, 8252.486, 13.157, 4.958
8269.421, 8270.436, 1.015, 4.963
8377.614, 8381.634, 4.020, 4.953
8494.632, 8507.391, 12.758, 4.948
8524.720, 8525.735, 1.015, 4.953
8637.948, 8650.928, 12.980, 4.953
8668.039, 8669.054, 1.015, 4.953
8781.464, 8794.243, 12.779, 4.953
8811.553, 8812.568, 1.015, 4.953
8921.337, 8933.762, 12.425, 4.958
8951.426, 8952.441, 1.015, 4.958
9067.323, 9097.316, 29.992, 4.953
9097.413, 9098.428, 1.015, 4.953
9210.169, 9222.635, 12.466, 4.953
9240.257, 9241.272, 1.015, 4.958
9350.930, 9363.464, 12.534, 4.953
9381.018, 9382.033, 1.015, 4.958
9488.849, 9501.233, 12.384, 4.953
9518.934, 9519.949, 1.015, 4.953
9630.269, 9660.258, 29.989, 4.953
9660.355, 9661.370, 1.015, 4.953
9775.875, 9788.581, 12.706, 4.953
9805.964, 9806.979, 1.015, 4.958
9920.494, 9934.170, 13.676, 4.953
9950.583, 9951.598, 1.015, 4.958
10065.264, 10078.790, 13.526, 4.948
10095.355, 10096.369, 1.015, 4.953
10209.884, 10239.879, 29.995, 4.953
10239.975, 10240.991, 1.015, 4.953
10357.352, 10370.197, 12.845, 4.953
10387.442, 10388.457, 1.015, 4.953
10497.707, 10510.654, 12.946, 4.953
10527.793, 10528.808, 1.015, 4.958
10644.160, 10674.149, 29.989, 4.953
10674.245, 10675.260, 1.015, 4.953
10782.732, 10795.467, 12.735, 4.948
10812.821, 10813.836, 1.015, 4.958
10919.436, 10932.029, 12.593, 4.953
10949.522, 10950.537, 1.015, 4.958
11061.656, 11074.735, 13.079, 4.958
11091.746, 11092.761, 1.015, 4.958
11205.818, 11235.810, 29.992, 4.953
11235.908, 11236.923, 1.015, 4.948
11353.976, 11383.967, 29.991, 4.953
11384.064, 11385.079, 1.015, 4.948
11500.739, 11513.284, 12.545, 4.953
11530.824, 11531.839, 1.015, 4.958
11646.989, 11660.035, 13.046, 4.953
11677.077, 11678.092, 1.015, 4.958
11791.612, 11805.285, 13.673, 4.953
11821.702, 11822.717, 1.015, 4.953
11930.459, 11943.914, 13.455, 4.953
11960.544, 11961.559, 1.015, 4.958
12067.289, 12079.749, 12.460, 4.958
12097.375, 12098.390, 1.015, 4.953
12210.781, 12224.584, 13.803, 4.953
12240.868, 12241.882, 1.015, 4.958
12349.123, 12362.073, 12.950, 4.958
12379.210, 12380.225, 1.015, 4.958
12494.169, 12507.416, 13.247, 4.958
12524.255, 12525.270, 1.015, 4.958
12635.768, 12648.467, 12.699, 4.958
12665.857, 12666.872, 1.015, 4.953
12780.588, 12795.066, 14.478, 4.958
12810.677, 12811.692, 1.015, 4.953
12922.292, 12952.283, 29.990, 4.953
12952.382, 12953.396, 1.015, 4.948
13062.377, 13075.605, 13.229, 4.953
13092.463, 13093.478, 1.015, 4.958
13203.758, 13216.675, 12.916, 4.953
13233.849, 13234.864, 1.015, 4.958
13345.208, 13358.057, 12.848, 4.953
13375.299, 13376.314, 1.015, 4.953
13488.927, 13501.502, 12.575, 4.953
13519.017, 13520.032, 1.015, 4.958
13629.763, 13642.225, 12.462, 4.953
13659.854, 13660.869, 1.015, 4.958
13775.854, 13779.874, 4.020, 4.953
13891.068, 13903.531, 12.463, 4.953
13921.157, 13922.172, 1.015, 4.958
14031.962, 14061.952, 29.989, 4.948
14062.049, 14063.064, 1.015, 4.953
14177.691, 14207.683, 29.992, 4.953
14207.780, 14208.794, 1.014, 4.948
14317.023, 14330.007, 12.984, 4.953
14347.112, 14348.127, 1.015, 4.953
14458.046, 14470.320, 12.274, 4.953
14488.134, 14489.149, 1.015, 4.953
14598.672, 14611.342, 12.671, 4.953
14628.761, 14629.776, 1.015, 4.963
14736.184, 14748.966, 12.782, 4.953
14766.274, 14767.289, 1.015, 4.953
14881.115, 14894.489, 13.374, 4.953
14911.205, 14912.220, 1.015, 4.953
15018.368, 15031.411, 13.044, 4.948
15048.455, 15049.470, 1.015, 4.953
15163.386, 15176.663, 13.277, 4.953
15193.474, 15194.489, 1.015, 4.958
15308.169, 15321.678, 13.509, 4.958
15338.260, 15339.275, 1.015, 4.958
15448.946, 15478.937, 29.990, 4.953
15479.035, 15480.049, 1.015, 4.953
15596.201, 15609.255, 13.054, 4.953
15626.288, 15627.303, 1.015, 4.953
15739.239, 15752.496, 13.257, 4.953
15769.324, 15770.339, 1.015, 4.958
15879.165, 15891.533, 12.368, 4.953
15909.256, 15910.271, 1.015, 4.963
16024.624, 16037.468, 12.844, 4.953
16054.711, 16055.726, 1.015, 4.958
16169.876, 16182.917, 13.041, 4.953
16199.965, 16200.980, 1.015, 4.958
16314.923, 16328.169, 13.246, 4.953
16345.012, 16346.027, 1.015, 4.958
16456.146, 16468.220, 12.074, 4.953
16486.238, 16487.253, 1.015, 4.958
16597.120, 16609.443, 12.322, 4.948
16627.207, 16628.222, 1.015, 4.958
16736.219, 16766.208, 29.989, 4.953
16766.307, 16767.322, 1.015, 4.948
16874.402, 16887.528, 13.126, 4.953
16904.492, 16905.508, 1.015, 4.958
17021.075, 17051.067, 29.992, 4.953
17051.164, 17052.179, 1.015, 4.953
17167.367, 17171.388, 4.020, 4.953
17282.801, 17294.980, 12.179, 4.953
17312.892, 17313.907, 1.015, 4.953
17419.969, 17449.960, 29.991, 4.953
17450.057, 17451.072, 1.015, 4.948
17565.108, 17578.282, 13.175, 4.953
17595.195, 17596.209, 1.015, 4.953
17702.206, 17715.402, 13.197, 4.948
17732.295, 17733.310, 1.015, 4.958
17845.524, 17875.512, 29.988, 4.948
17875.610, 17876.625, 1.015, 4.948
17994.641, 18007.830, 13.188, 4.953
18024.731, 18025.745, 1.015, 4.953
18135.122, 18147.939, 12.817, 4.958
18165.211, 18166.226, 1.015, 4.953
18274.452, 18287.415, 12.963, 4.953
18304.540, 18305.555, 1.015, 4.953
18415.341, 18427.746, 12.405, 4.953
18445.429, 18446.444, 1.015, 4.953
18558.011, 18570.639, 12.629, 4.948
18568.146, 18570.639, 2.493, 4.948
18575.835, 18592.323, 16.488, 4.958
18584.433, 18592.323, 7.890, 4.958
18591.307, 18592.323, 1.015, 4.958
18694.496, 18708.516, 14.020, 4.953
18724.585, 18725.600, 1.015, 4.953
18834.530, 18847.797, 13.267, 4.953
18864.616, 18865.631, 1.015, 4.958
18978.029, 18990.823, 12.793, 4.953
19008.119, 19009.134, 1.014, 4.958
19114.836, 19127.326, 12.490, 4.953
19144.921, 19145.936, 1.014, 4.958
19254.497, 19284.488, 29.991, 4.948
19284.585, 19285.599, 1.014, 4.948
19393.806, 19423.794, 29.988, 4.948
19423.893, 19424.908, 1.015, 4.948
19538.681, 19568.671, 29.990, 4.953
19568.768, 19569.783, 1.015, 4.953
19681.845, 19694.993, 13.148, 4.953
19711.933, 19712.948, 1.015, 4.953
19827.346, 19841.142, 13.796, 4.953
19857.433, 19858.448, 1.015, 4.958
19967.912, 19980.642, 12.730, 4.953
19997.998, 19999.013, 1.015, 4.958
20113.192, 20126.208, 13.016, 4.953
20143.279, 20144.294, 1.015, 4.958
20257.515, 20270.487, 12.972, 4.953
20287.601, 20288.616, 1.015, 4.953
20403.602, 20416.810, 13.208, 4.953
20433.690, 20434.705, 1.015, 4.958
20544.082, 20556.899, 12.817, 4.953
20574.172, 20575.187, 1.015, 4.953
20690.720, 20703.379, 12.659, 4.953
20720.810, 20721.825, 1.015, 4.953
20835.126, 20865.115, 29.988, 4.948
20865.214, 20866.229, 1.015, 4.948
20978.168, 20991.436, 13.268, 4.953
21008.258, 21009.273, 1.015, 4.958
21121.251, 21133.466, 12.215, 4.953
21151.338, 21152.353, 1.015, 4.963
21266.499, 21296.488, 29.989, 4.948
21296.587, 21297.602, 1.015, 4.953
21414.516, 21427.798, 13.282, 4.953
21444.607, 21445.622, 1.015, 4.953
21557.425, 21570.815, 13.389, 4.953
21587.515, 21588.530, 1.015, 4.958
21702.876, 21715.725, 12.849, 4.953
21732.964, 21733.979, 1.015, 4.958
21846.625, 21859.172, 12.547, 4.953
21876.714, 21877.729, 1.015, 4.958
21986.538, 21998.922, 12.384, 4.953
22016.628, 22017.642, 1.015, 4.953
22133.073, 22147.833, 14.760, 4.953
22163.163, 22164.178, 1.015, 4.953
22275.188, 22287.369, 12.181, 4.953
22305.280, 22306.294, 1.015, 4.958
22414.582, 22444.572, 29.991, 4.948
22444.671, 22445.686, 1.015, 4.948
22559.358, 22572.895, 13.537, 4.948
22589.446, 22590.461, 1.015, 4.953
22701.623, 22714.651, 13.028, 4.948
22731.714, 22732.729, 1.015, 4.958
22844.046, 22856.926, 12.880, 4.953
22874.137, 22875.151, 1.015, 4.953
22986.507, 22999.344, 12.838, 4.953
23016.599, 23017.614, 1.015, 4.958
23130.466, 23143.806, 13.340, 4.948
23160.554, 23161.569, 1.015, 4.953
23268.768, 23281.764, 12.997, 4.948
23298.853, 23299.868, 1.015, 4.953
23405.944, 23419.058, 13.115, 4.953
23436.035, 23437.050, 1.015, 4.953
23551.591, 23581.582, 29.991, 4.948
23581.679, 23582.694, 1.015, 4.953
23690.856, 23703.900, 13.044, 4.953
23720.946, 23721.961, 1.015, 4.953
23836.276, 23850.159, 13.884, 4.953
23866.366, 23867.381, 1.015, 4.953
23977.461, 23990.576, 13.115, 4.953
24007.548, 24008.563, 1.015, 4.958
24120.685, 24133.754, 13.070, 4.953
24150.773, 24151.787, 1.015, 4.958
24265.818, 24295.813, 29.994, 4.948
24295.908, 24296.923, 1.015, 4.948
24405.452, 24418.134, 12.681, 4.953
24435.543, 24436.558, 1.015, 4.958
24549.346, 24562.751, 13.405, 4.953
24579.435, 24580.449, 1.015, 4.953
24692.125, 24722.118, 29.993, 4.953
24722.217, 24723.232, 1.015, 4.948
24835.009, 24848.439, 13.430, 4.948
24865.102, 24866.116, 1.015, 4.958
24977.560, 24990.309, 12.749, 4.953
25007.652, 25008.667, 1.015, 4.953
25124.131, 25136.859, 12.728, 4.958
25154.220, 25155.235, 1.015, 4.953
25261.012, 25291.003, 29.992, 4.953
25291.100, 25292.115, 1.015, 4.948
25403.301, 25416.323, 13.022, 4.948
25433.388, 25434.403, 1.015, 4.953
25542.052, 25555.600, 13.548, 4.953
25572.140, 25573.155, 1.015, 4.953
25685.085, 25697.349, 12.264, 4.953
25715.175, 25716.190, 1.015, 4.953
25825.470, 25838.378, 12.907, 4.953
25855.560, 25856.575, 1.015, 4.958
25968.647, 25980.768, 12.121, 4.953
25998.737, 25999.752, 1.015, 4.958
26111.515, 26124.944, 13.429, 4.953
26141.603, 26142.618, 1.015, 4.958
26251.271, 26263.810, 12.539, 4.948
26281.362, 26282.377, 1.015, 4.958
26391.985, 26404.567, 12.582, 4.953
26422.073, 26423.087, 1.015, 4.953
26532.071, 26562.065, 29.993, 4.953
26562.160, 26563.175, 1.015, 4.953
26673.856, 26686.377, 12.521, 4.953
26703.947, 26704.962, 1.015, 4.958
26818.696, 26832.155, 13.458, 4.953
26848.786, 26849.801, 1.015, 4.958
26955.049, 26967.992, 12.943, 4.953
26985.140, 26986.155, 1.015, 4.953
27098.259, 27128.248, 29.989, 4.948
27128.345, 27129.360, 1.015, 4.948
27241.155, 27254.570, 13.415, 4.953
27271.245, 27272.260, 1.015, 4.958
27383.653, 27396.453, 12.800, 4.953
27413.742, 27414.756, 1.015, 4.958
27524.697, 27536.951, 12.254, 4.953
27554.787, 27555.802, 1.015, 4.958
27662.515, 27674.996, 12.481, 4.948
27692.603, 27693.618, 1.015, 4.958
27800.576, 27813.810, 13.234, 4.953
27830.662, 27831.677, 1.015, 4.963
27944.100, 27956.868, 12.768, 4.953
27974.191, 27975.206, 1.015, 4.963
28085.181, 28098.399, 13.217, 4.953
28115.272, 28116.287, 1.015, 4.953
28224.040, 28237.482, 13.442, 4.953
28254.130, 28255.145, 1.015, 4.958
28362.987, 28376.338, 13.352, 4.953
28393.077, 28394.092, 1.015, 4.958
28509.111, 28522.278, 13.167, 4.953
28539.202, 28540.217, 1.015, 4.953
28645.480, 28658.411, 12.931, 4.953
28675.571, 28676.586, 1.015, 4.958
28786.082, 28798.778, 12.697, 4.953
28816.169, 28817.184, 1.015, 4.963
28928.575, 28941.378, 12.802, 4.953
28958.666, 28959.681, 1.015, 4.958
29074.706, 29087.873, 13.168, 4.953
29104.793, 29105.808, 1.015, 4.953
29211.213, 29224.001, 12.788, 4.948
29241.303, 29242.318, 1.015, 4.953
29356.282, 29369.510, 13.228, 4.953
29386.373, 29387.388, 1.015, 4.958
29493.924, 29506.579, 12.655, 4.958
29524.014, 29525.029, 1.015, 4.953
29639.092, 29652.218, 13.126, 4.953
29669.181, 29670.196, 1.015, 4.958
29783.938, 29813.928, 29.990, 4.948
29814.025, 29815.040, 1.015, 4.953
29924.610, 29937.250, 12.640, 4.953
29954.702, 29955.717, 1.015, 4.958
30064.047, 30094.042, 29.994, 4.953
30094.139, 30095.154, 1.015, 4.953
30202.219, 30215.360, 13.142, 4.953
30232.310, 30233.325, 1.015, 4.953
30340.103, 30344.124, 4.021, 4.948
30344.124, 30345.129, 1.004, 4.948
30451.979, 30464.337, 12.358, 4.948
30482.068, 30483.082, 1.015, 4.953
30589.014, 30601.274, 12.259, 4.953
30619.104, 30620.119, 1.015, 4.953
30725.745, 30738.311, 12.566, 4.953
30755.835, 30756.850, 1.015, 4.953
30868.393, 30881.038, 12.645, 4.948
30898.481, 30899.496, 1.015, 4.958
31014.180, 31026.689, 12.509, 4.953
31044.271, 31045.286, 1.015, 4.953
31155.600, 31168.481, 12.882, 4.953
31185.689, 31186.705, 1.015, 4.953
31296.633, 31308.892, 12.259, 4.953
31326.721, 31327.736, 1.015, 4.958
31433.298, 31463.289, 29.990, 4.953
31463.385, 31464.400, 1.015, 4.948
31571.864, 31584.603, 12.739, 4.948
31601.950, 31602.965, 1.015, 4.953
31715.147, 31728.155, 13.008, 4.948
31745.237, 31746.251, 1.015, 4.953
31861.104, 31874.451, 13.347, 4.953
31891.191, 31892.206, 1.015, 4.958
31999.514, 32012.398, 12.885, 4.948
32029.603, 32030.618, 1.015, 4.953
32138.003, 32150.805, 12.802, 4.948
32168.094, 32169.109, 1.015, 4.958
32281.466, 32294.297, 12.831, 4.953
32311.557, 32312.572, 1.015, 4.953
32425.489, 32438.764, 13.275, 4.948
32455.581, 32456.595, 1.015, 4.958
32565.869, 32578.787, 12.918, 4.948
32595.958, 32596.973, 1.015, 4.953
32704.458, 32708.471, 4.013, 4.953
32816.970, 32829.985, 13.014, 4.953
32847.059, 32848.074, 1.015, 4.958
32958.169, 32971.272, 13.102, 4.953
32988.262, 32989.277, 1.015, 4.958
33099.448, 33112.472, 13.024, 4.953
33129.535, 33130.551, 1.015, 4.958
33245.925, 33258.744, 12.819, 4.948
33276.016, 33277.031, 1.015, 4.958
33388.787, 33401.224, 12.437, 4.953
33418.875, 33419.890, 1.015, 4.953
33527.192, 33540.082, 12.890, 4.958
33557.282, 33558.297, 1.015, 4.953
33670.458, 33683.489, 13.030, 4.953
33700.548, 33701.563, 1.015, 4.953
33810.164, 33822.758, 12.594, 4.953
33840.253, 33841.268, 1.015, 4.953
33953.371, 33965.460, 12.089, 4.953
33983.457, 33984.472, 1.015, 4.953
34095.146, 34125.138, 29.991, 4.948
34125.235, 34126.250, 1.015, 4.948
34237.093, 34267.088, 29.995, 4.953
34267.185, 34268.200, 1.015, 4.953
34375.260, 34388.407, 13.147, 4.953
34405.345, 34406.360, 1.015, 4.953
34514.223, 34544.216, 29.993, 4.948
34544.313, 34545.328, 1.015, 4.948
34654.742, 34667.538, 12.796, 4.948
34684.833, 34685.848, 1.015, 4.953
34797.416, 34811.042, 13.626, 4.948
34827.501, 34828.517, 1.015, 4.953
34937.874, 34950.709, 12.835, 4.953
34967.965, 34968.980, 1.015, 4.953
35075.778, 35088.172, 12.395, 4.953
35105.869, 35106.884, 1.015, 4.953
35214.648, 35227.076, 12.428, 4.953
35244.733, 35245.749, 1.015, 4.958
35357.883, 35370.945, 13.062, 4.953
35387.973, 35388.988, 1.015, 4.958
35500.685, 35515.180, 14.496, 4.953
35530.775, 35531.790, 1.015, 4.958
35643.274, 35655.981, 12.708, 4.953
35673.364, 35674.379, 1.015, 4.958
35779.804, 35793.574, 13.770, 4.953
35809.895, 35810.910, 1.015, 4.953
35918.152, 35931.107, 12.955, 4.953
35948.240, 35949.255, 1.015, 4.958
36059.305, 36072.447, 13.141, 4.948
36089.396, 36090.411, 1.015, 4.958
36195.409, 36208.603, 13.194, 4.948
36225.500, 36226.515, 1.015, 4.953
36341.420, 36354.710, 13.290, 4.948
36371.506, 36372.521, 1.015, 4.958
36481.674, 36511.665, 29.991, 4.953
36511.762, 36512.777, 1.015, 4.948
36628.937, 36641.987, 13.050, 4.953
36659.026, 36660.041, 1.015, 4.958
36769.932, 36782.232, 12.300, 4.953
36800.025, 36801.039, 1.015, 4.958
36907.861, 36920.233, 12.372, 4.953
36937.952, 36938.967, 1.015, 4.953
37046.450, 37059.159, 12.708, 4.953
37076.539, 37077.553, 1.015, 4.953
37190.701, 37203.747, 13.047, 4.953
37220.789, 37221.804, 1.015, 4.953
37331.940, 37361.934, 29.994, 4.948
37362.031, 37363.047, 1.015, 4.953
37475.007, 37504.996, 29.990, 4.953
37505.094, 37506.109, 1.015, 4.948
37623.331, 37636.316, 12.985, 4.953
37653.416, 37654.431, 1.015, 4.958
37766.594, 37779.627, 13.033, 4.953
37796.680, 37797.696, 1.015, 4.953
37909.643, 37922.888, 13.245, 4.953
37939.731, 37940.746, 1.015, 4.953
38055.891, 38085.884, 29.993, 4.948
38085.983, 38086.998, 1.015, 4.948
38198.726, 38211.207, 12.482, 4.948
38228.814, 38229.828, 1.015, 4.958
38341.803, 38354.022, 12.219, 4.953
38371.891, 38372.906, 1.015, 4.953
38484.070, 38497.099, 13.029, 4.948
38514.162, 38515.176, 1.015, 4.953
38626.455, 38639.360, 12.906, 4.948
38656.544, 38657.559, 1.015, 4.953
38772.149, 38802.145, 29.995, 4.953
38802.242, 38803.256, 1.015, 4.948
38919.164, 38932.463, 13.300, 4.948
38949.253, 38950.269, 1.015, 4.953
39064.800, 39077.460, 12.661, 4.948
39094.886, 39095.901, 1.015, 4.958
39201.355, 39214.095, 12.740, 4.953
39231.445, 39232.460, 1.015, 4.958
39338.937, 39368.929, 29.992, 4.948
39369.027, 39370.042, 1.015, 4.948
39477.161, 39490.248, 13.087, 4.948
39507.252, 39508.266, 1.015, 4.953
39619.659, 39632.455, 12.796, 4.948
39649.750, 39650.765, 1.015, 4.953
39758.171, 39788.165, 29.994, 4.953
39788.262, 39789.276, 1.015, 4.948
39904.048, 39917.479, 13.431, 4.953
39934.139, 39935.154, 1.015, 4.958
