 Time [s],SuperCapV-Analog, Time [s],AC_Present-Digital, Time [s],BB_shutdown-Digital, Time [s],PIC3.3V-Digital
0.000000000000000, 4.897401809692383, 0.000000000000000, 1, 0.000000000000000, 1, 0.000000000000000, 1
0.100000000000000, 4.892366409301758, 17.123016180000000, 0, 47.121457300000003, 0, , 
0.200000000000000, 4.892366409301758, 18.280099360000001, 1, 48.232696019999999, 1, , 
0.300000000000000, 4.892366409301758, 47.217482599999997, 0, 48.416095100000000, 0, , 
0.400000000000000, 4.892366409301758, 48.168186059999996, 1, 50.883798440000000, 1, , 
0.500000000000000, 4.897401809692383, 163.215174800000000, 0, 176.434163320000010, 0, , 
0.600000000000000, 4.897401809692383, 163.294187639999990, 1, 194.325715360000004, 1, , 
0.700000000000000, 4.897401809692383, 193.310570219999988, 0, 194.509186760000006, 0, , 
0.800000000000000, 4.897401809692383, 194.261147520000009, 1, 196.976760219999989, 1, , 
0.900000000000000, 4.897401809692383, 305.947312119999992, 0, 335.944553559999974, 0, , 
1.000000000000000, 4.892366409301758, 306.968451099999982, 1, 337.056380079999997, 1, , 
1.100000000000000, 4.892366409301758, 336.041571120000015, 0, 337.239818099999979, 0, , 
1.200000000000000, 4.897401809692383, 336.992980900000020, 1, 339.707297139999980, 1, , 
1.300000000000000, 4.897401809692383, 452.572169640000027, 0, 465.265595280000014, 0, , 
1.400000000000000, 4.897401809692383, 453.904872200000000, 1, 483.680693599999984, 1, , 
1.500000000000000, 4.897401809692383, 482.665905800000019, 0, 483.864095140000018, 0, , 
1.600000000000000, 4.897401809692383, 483.616137700000024, 1, 486.331689939999990, 1, , 
1.700000000000000, 4.897401809692383, 591.332655619999969, 0, , , , 
1.800000000000000, 4.897401809692383, 593.263678639999966, 1, , , , 
1.900000000000000, 4.897401809692383, , , , , , 
2.000000000000000, 4.897401809692383, , , , , , 
2.100000000000000, 4.897401809692383, , , , , , 
2.200000000000000, 4.902437210083008, , , , , , 
2.300000000000000, 4.897401809692383, , , , , , 
2.400000000000000, 4.902437210083008, , , , , , 
2.500000000000000, 4.897401809692383, , , , , , 
2.600000000000000, 4.902437210083008, , , , , , 
2.700000000000000, 4.902437210083008, , , , , , 
2.800000000000000, 4.902437210083008, , , , , , 
2.900000000000000, 4.902437210083008, , , , , , 
3.000000000000000, 4.902437210083008, , , , , , 
3.100000000000000, 4.902437210083008, , , , , , 
3.200000000000000, 4.897401809692383, , , , , , 
3.300000000000000, 4.897401809692383, , , , , , 
3.400000000000000, 4.902437210083008, , , , , , 
3.500000000000000, 4.897401809692383, , , , , , 
3.600000000000000, 4.897401809692383, , , , , , 
3.700000000000000, 4.897401809692383, , , , , , 
3.800000000000000, 4.897401809692383, , , , , , 
3.900000000000000, 4.897401809692383, , , , , , 
4.000000000000000, 4.902437210083008, , , , , , 
4.100000000000000, 4.897401809692383, , , , , , 
4.200000000000000, 4.897401809692383, , , , , , 
4.300000000000000, 4.897401809692383, , , , , , 
4.400000000000000, 4.897401809692383, , , , , , 
4.500000000000000, 4.902437210083008, , , , , , 
4.600000000000000, 4.897401809692383, , , , , , 
4.700000000000000, 4.897401809692383, , , , , , 
